fpr,tpr
0.0,0.0
0.00012152144853566654,0.0
0.00024304289707133308,0.000564652738565782
0.0012152144853566655,0.001129305477131564
0.0312310122736663,0.029926595143986448
0.08713087860007292,0.09203839638622248
0.13610402235994654,0.14680971202710333
0.1612589622068295,0.17108977978543197
0.1776643577591445,0.18972332015810275
0.18203912990642848,0.19480519480519481
0.19735083242192247,0.20948616600790515
0.2143638352169158,0.22416713721061546
0.29177299793413536,0.3145115753811406
0.32361161745048,0.34669678147939015
0.3719771539676753,0.39695087521174477
0.39032689269656096,0.4212309429700734
0.4182768258597642,0.45172219085262566
0.45850042532506985,0.4912478825522304
0.5038279256288735,0.5335968379446641
0.5473326042046421,0.5844155844155844
0.5884068538096974,0.6273291925465838
0.6648438449386317,0.7137210615471485
0.7169765463604326,0.7679277244494636
0.7666788188115202,0.8074534161490683
0.7717827196500182,0.8125352907961604
0.7789524851136226,0.8193111236589498
0.8380119091019564,0.8769057029926595
0.8442095029772755,0.8881987577639752
0.8580629481103415,0.9057029926595144
0.8686353141329445,0.9147374364765669
0.9025397982743955,0.9525691699604744
0.910681735326285,0.9570863918690006
0.9204034512091385,0.9655561829474872
0.9242921375622798,0.9700734048560136
0.9357151537246324,0.9813664596273292
0.9381455826953458,0.9824957651044608
0.9389962328350954,0.9830604178430266
0.94531534815895,0.9887069452286844
0.9507838133430551,0.9915302089215132
0.954794021144732,0.9937888198757764
0.955523149835946,0.9937888198757764
0.9556446712844817,0.9937888198757764
0.9581966217037307,0.9943534726143421
0.9583181431522664,0.9943534726143421
0.9586827074978733,0.9943534726143421
0.9612346579171224,0.9954827780914738
0.9626929152995504,0.9960474308300395
0.9630574796451574,0.9960474308300395
0.9658524729614777,0.9988706945228685
0.9659739944100134,0.9988706945228685
0.9662170373070847,0.9994353472614342
1.0,1.0
